	ID	GG_F_16S_Unassigned;__	GG_F_16S_k__Archaea;p__Euryarchaeota	GG_F_16S_k__Bacteria;__	GG_F_16S_k__Bacteria;p__	GG_F_16S_k__Bacteria;p__Actinobacteria	GG_F_16S_k__Bacteria;p__Bacteroidetes	GG_F_16S_k__Bacteria;p__Cyanobacteria	GG_F_16S_k__Bacteria;p__Elusimicrobia	GG_F_16S_k__Bacteria;p__Firmicutes	GG_F_16S_k__Bacteria;p__Fusobacteria	GG_F_16S_k__Bacteria;p__Lentisphaerae	GG_F_16S_k__Bacteria;p__Proteobacteria	GG_F_16S_k__Bacteria;p__Spirochaetes	GG_F_16S_k__Bacteria;p__Synergistetes	GG_F_16S_k__Bacteria;p__TM7	GG_F_16S_k__Bacteria;p__Tenericutes	GG_F_16S_k__Bacteria;p__Verrucomicrobia	GG_F_16S_Unassigned;__;__;__;__	GG_F_16S_k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	GG_F_16S_k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae]	GG_F_16S_k__Bacteria;__;__;__;__	GG_F_16S_k__Bacteria;p__;c__;o__;f__	GG_F_16S_k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	GG_F_16S_k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae	GG_F_16S_k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	GG_F_16S_k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae	GG_F_16S_k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae	GG_F_16S_k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	GG_F_16S_k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	GG_F_16S_k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;__	GG_F_16S_k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__	GG_F_16S_k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	GG_F_16S_k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	GG_F_16S_k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	GG_F_16S_k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	GG_F_16S_k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7	GG_F_16S_k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae]	GG_F_16S_k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae]	GG_F_16S_k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]	GG_F_16S_k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae]	GG_F_16S_k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae	GG_F_16S_k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__	GG_F_16S_k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__	GG_F_16S_k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae	GG_F_16S_k__Bacteria;p__Firmicutes;__;__;__	GG_F_16S_k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	GG_F_16S_k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	GG_F_16S_k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae	GG_F_16S_k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;__	GG_F_16S_k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae
10	ID-GB-292496	0.27533637093981644	0.005345725458668572	0.004459681234224831	0.0022672924735308887	0.009885219904552435	0.00451933579374065	0.005968135937360093	0.002714010331738335	0.0024476576556432144	0.007334580622570509	0.009544108007764498	0.005075441186860032	0.010267398493664556	0.012460847080079149	0.012752290473738725	0.009930330298357526	0.0015754122057383727	0.010207696634137292	0.012670931591478498	0.009380910701692188	0.0018846340497845038	0.005542320991451901	0.013202856825908865	0.0010221162427887249	0.005868461139782342	0.007907348298959033	0.006436967372509733	0.009106906565145182	0.008475565534144483	0.006366626443281029	0.007617056243788045	0.006064117224158293	0.012081531647790082	0.007713621035870945	0.0015061446975656331	0.008778436791608476	0.0082303492536624	0.0022691689739601333	0.011746086032935942	0.012443328589697576	0.01257886620865069	0.00216999671077717	0.002583089224675157	0.010893586980741329	0.012655714796840753	0.009873006930553464	0.010290498086209207	0.010883718729762668	0.011554792348923109	0.0004819606174781728
11	ID-GA-379479	0.42973300739145825	0.007121801653490484	0.00755831202439925	0.002357118041940159	0.006712527162595994	0.010297282479913473	0.0007118704024433632	0.005818426771927008	0.00890255979884091	0.010533885501676443	0.005488871899694419	0.01104249683866916	0.012804898529463773	0.010822567913350394	0.006608324249804096	0.004675705500256478	0.002132798440998766	0.005836704243267523	0.001909258388147958	0.0019267650044304272	0.009501765513805974	0.006214974443704	0.002458942358592003	0.010632580992208145	0.006459330434575161	0.0017763507051463611	0.013682669872636256	0.008241637472163652	0.010271817732823933	0.005484233036711152	0.002363828193226268	0.003930876533466033	0.008562613334421538	0.004346112124284592	0.009662788943582058	0.007201838200552755	0.002459537589512837	0.005660212921159485	0.013314541242403706	0.0003538959362981147	0.002548593164684476	0.005156609710347665	0.004564747924556569	0.001315555718270257	0.009309225138472718	0.005575285802051544	0.005591350414200949	0.007778724551667364	0.0033224725100047805	0.0011651104901654304
12	ID-GB-507045	0.5024047948276968	0.0034434316285494645	0.009121297619236543	0.006800428351585019	0.006106525746836512	0.013034710096503586	0.004067575837800792	0.0045293135226636425	0.0018680125437186084	0.012011205086487701	0.0014104544330030152	0.012865583482322068	0.01342597649232159	0.012855042380222847	0.00941962124350452	0.0029290146022981013	0.007068522253653766	0.007878422017363539	0.0011220262953673828	0.01181936665341415	0.008338859526733076	0.005840786241530755	0.0061922598641253575	0.010147849800776746	0.005529363542740459	0.007480128889772084	0.0036492080875314514	0.011916657161590143	0.007626545401906433	0.008628076158334724	0.0034182128108757857	0.00010450947568991007	0.009153945640127142	0.009477214999186242	0.006272648339525456	0.009455332284069654	0.006582188922377639	0.008154011685613588	0.00924754667836017	0.0054534326127519805	0.009928092642286796	0.0072566509718908455	0.001276708668383375	0.009863245489372046	0.001167946874605742	0.011889297744500739	0.004999111605169203	0.003130230639721426	0.012661097867649575	0.006643768207197955
13	ID-GA-200459	0.6006351007257036	8.195251333114282e-05	0.012311564206776886	0.002069570671194506	0.005425376492888226	0.0034067157518837066	0.0030973463427483605	0.0072300661050913794	0.0036808016997682247	0.0021312136328593438	0.011444342351691372	0.004401680369995641	0.004111536492279551	0.009393932230535808	0.002272415663032092	0.001108369500020582	0.001450020618929781	0.003290348461021074	0.006026001911125269	0.012386284702279508	0.003114127893310567	0.013523940174826693	0.01056652825554112	0.008324024538860905	0.004458240378857294	0.0021000672411121556	0.008508478243063953	0.008707791388711745	0.005589118121797949	0.0014254945374592002	0.003142231769712008	0.0015606811660138073	0.005685906691821502	0.008227616717455487	0.006497742640901369	0.010683584606457745	0.0003262404161411814	0.0013584879192978017	0.008748616598816601	0.010694293945381789	0.0038350337404996163	0.0018188014816458201	0.00836222868618445	0.009518347772176921	0.010899179775318487	0.00030329388952092567	0.008043070614213894	0.00343812415123462	0.012056274370983108	0.0033295358011514375
14	ID-GB-459568	0.8839267487136736	0.0005902095959261568	0.002126488000225369	0.005334726085745882	0.0048908005185499094	0.00012790641423311735	0.0005393134715223232	0.01285382117085603	0.00118186187891607	0.004937847843418061	0.012840529080683217	0.0011899078203098923	0.013394242704900895	0.011136261020569475	0.012382005681429853	0.005093942129871504	0.00610214239006192	0.0008778130227505266	0.012875828058692657	0.012160038311088405	8.635950238035965e-06	0.0034850249674117807	0.0007896097832082133	0.0018903242987461121	0.0017383227985458345	0.010337240782038395	0.001949564471181611	0.012338728160743603	0.0017070191357835703	0.003632384731675466	0.0004902517673671799	0.010302613327199703	0.009165961161849518	0.0002446055833358763	0.005382573195894432	0.0022730703018220026	0.0060356800586654725	0.010159608974455203	0.0005833025208457682	0.008883044705002072	0.007253177724422714	0.00595694446323281	0.007469353976436036	0.004529346286753096	0.011092870497321328	0.004189533727518656	0.007910318667020091	0.0039328451342895395	0.00926558998105168	0.009529158380872755
15	ID-GA-672917	0.009572580103164863	0.0008493559800078204	0.010046989479511664	0.010393081436512068	0.010797268269916364	0.007761971949996538	0.007477709134512555	0.008984501341262987	0.0036969280282843084	0.0037791934182373386	0.011893059789812279	0.01129813546151678	0.012272003766439995	0.013188048270492747	0.009201988546718514	0.00045438908934345096	0.009796202336477584	0.0035483628473053593	0.012599540329872873	0.007094055907334113	0.005482356251132163	0.011573585377558987	0.009591288286434881	0.010517128312368779	0.00338672512482252	0.00030235546781298965	0.00766852085020543	0.011811536146173314	0.0019088609656666951	0.011095777154991032	0.000566481349354939	0.004152202037445223	0.010169463020313116	0.0008227064045657307	0.002325035068588675	0.0058768834694936855	0.007283606549535673	0.0018396891665654967	0.012030992311172028	0.0048037680854064345	0.0006066470205148108	0.010108811573954891	0.011121752300562678	0.005428458286065698	0.0035996790305995244	0.0007569076106983905	0.01009169418612614	0.0057322221854338665	0.0021762486197404005	0.0009690682026087885
16	ID-GB-138166	0.4748422188146231	0.0017868777883386633	0.007479126260197065	0.0012086696002944508	0.0040019407648798945	0.003172296094684592	0.0008812551218903196	0.0011962354357330394	0.010428758762395185	0.00923178016211628	0.00722666759178639	0.006635995272041535	0.011560106033566655	0.005443415200591467	0.0011608647544910033	0.0037319999133005504	0.004724141002933539	0.002540409204334656	0.003923816190824264	0.004531683024540467	0.008912242337628992	0.012311886896824822	0.006349552307759891	0.010002466056057601	0.012985296977014818	0.012403330005193822	0.008053498696175023	0.012610148048611602	0.0014293589184741294	0.00856198969340483	0.012990299103865658	0.011344637147818273	0.006468849572527395	0.012170916958473136	0.00727642684928338	0.005683950293638676	0.0009185918322873624	0.013006475685245074	0.007256807427473226	0.00922581048337935	0.0029088284530762	0.012776910509693866	0.01109244757036046	0.007667472594823538	0.0016647798211565723	0.00728288530351042	0.00163275092755433	0.0030035399035207265	0.009994780093435194	0.0012258629309024939
17	ID-GA-162156	0.9405707972193362	0.012476383124158587	0.0014287879284149926	0.009868359739012704	0.005391260832943767	0.006250814212808149	0.011307208754657402	0.008728626476658848	0.009891458216395123	0.00820420833390407	0.008051770443227186	0.0030449832310448415	7.986631240738568e-05	0.0017241589674063503	0.01368264445351429	0.0012110945025801468	0.006297749211553467	0.005971549109693713	0.0056717722429206205	0.01002863402006718	0.012399266394889202	0.007235726002497342	0.0010774984812742547	0.005620347045268402	0.0018774708142536276	0.004352411161293267	0.01024361312237201	0.003233876191443657	0.012801351458669992	0.00897805664842775	0.0049666438608287535	0.0069075580885881085	0.007190052164397793	0.011350503111235642	0.012470938594755725	0.006453901727131757	0.006777835465683337	0.006883577021102715	0.010418840405153477	0.010251008267515972	0.004019480925778348	6.984649193524786e-05	0.0015493647578613866	0.013316528472174028	0.008980509761512837	0.01292747959899762	0.0027610727988079523	0.010675676457706371	0.004985957382433259	0.011612734556046608
18	ID-GB-659547	0.012488376147739899	0.005159155739549512	0.007935844746119228	0.013539108386297048	0.010764363798641865	0.009876120932223115	0.005790490603707308	0.006860861427401446	0.0053792291939575	0.0013050967428036853	0.008112336587755899	0.010263916352065866	0.01336746800400999	0.009108540792813527	0.007360235192164145	0.01276563336215701	0.001306750388484358	0.008764729339886208	0.00795736661542203	0.009268418564741969	0.0038896910405704496	0.0032449651522184933	0.011764795026101739	0.009530243628674887	0.009574438728844451	0.0004844695870509471	0.006533604636285865	0.00957993616979374	0.005805565059184157	0.011036860613018059	0.004630862508422475	0.000783007399006795	0.004314691211340687	0.009733228944323793	0.007839441144192332	0.004747616802470594	0.004778444718336368	0.0004057535985442656	0.011217955327324182	0.005133315605903497	0.002409875687692354	0.011965720883626988	0.006545757579202717	0.004396927412537168	0.006277353933114508	0.009861872973627577	0.003295931811221725	0.0007815900380341829	0.0035858468849094224	0.003060036103925566
19	ID-GA-665512	0.1531204524786789	0.0005997604296235699	0.0010548932740448666	0.007139370839343595	0.0051446768503112476	0.007987437839154213	0.002722271784697534	0.000866379130509079	0.006862059840053311	0.012441612522931245	0.0011122846028648436	0.006002038041967768	2.756102190438228e-06	0.007920220098424269	0.005723417297507338	0.011839926034039988	0.0012714606016098159	0.011780446291250503	0.0004133028034555417	0.007791322276645227	0.010026963838474862	0.0007399156151893861	0.010129105777475353	0.006895077550145807	0.006813705618326798	0.0023492188801057245	0.007423204602474982	0.01000525780548459	0.011283623890064322	0.010852736685802089	0.004629132871356942	0.0052441439218321095	0.008985163634770903	0.0003486221687141777	0.0026737173250011574	0.0036012960124279	0.008423336788411881	0.009445205030255446	0.0015377603068798676	0.0026720691876684815	0.0005709839688351831	0.011995054689520055	0.008222716282845382	0.006524675626472508	0.010078744919508548	0.0056276351699132005	0.009572217188627897	0.005168221165984294	0.009557464037552076	0.0017707674017466471
